All Tables
Month	yyyy	ics_all	ics_inc31	ics_inc32	ics_inc33	ics_a1834	ics_a3554	ics_a5597	ics_ne	ics_nc	ics_s	ics_w	icc_all	ice_all	pago_f_all	pago_s_all	pago_u_all	pago_dk_all	pago_r_all	pagorn_hy_all	pagorn_ha_all	pagorn_ld_all	pagorn_ly_all	pagorn_hp_all	pagorn_la_all	pagorn_hd_all	pagorn_ny_all	pagorn_nad_all	pexp_f_all	pexp_s_all	pexp_u_all	pexp_dk_all	pexp_r_all	ptrd_bb_all	ptrd_bs_all	ptrd_ss_all	ptrd_ws_all	ptrd_ww_all	ptrd_bw_all	ptrd_dk_all	ptrd_r_all	pago5_f_all	pago5_s_all	pago5_u_all	pago5_dk_all	pago5_r_all	pexp5_f_all	pexp5_s_all	pexp5_u_all	pexp5_dk_all	pexp5_r_all	ptrd5_bb_all	ptrd5_bs_all	ptrd5_ss_all	ptrd5_ws_all	ptrd5_ww_all	ptrd5_bw_all	ptrd5_dk_all	ptrd5_r_all	inex_dwn_all	inex_0_all	inex_12_all	inex_34_all	inex_5_all	inex_69_all	inex_125_all	inex_25p_all	inex_dkup_all	inex_dk_all	inex_med_all	inex_r_all	rinc_f_all	rinc_s_all	rinc_u_all	rinc_dk_all	rinc_r_all	pinc2_0_all	pinc2_0124_all	pinc2_2549_all	pinc2_50_all	pinc2_5174_all	pinc2_7599_all	pinc2_100_all	pinc2_dk_all	pinc2_mean_all	pinc_0_all	pinc_0124_all	pinc_2549_all	pinc_50_all	pinc_5174_all	pinc_7599_all	pinc_100_all	pinc_dk_all	pinc_mean_all	pjob_0_all	pjob_0124_all	pjob_2549_all	pjob_50_all	pjob_5174_all	pjob_7599_all	pjob_100_all	pjob_dk_all	pjob_mean_all	pssa_0_all	pssa_0124_all	pssa_2549_all	pssa_50_all	pssa_5174_all	pssa_7599_all	pssa_100_all	pssa_dk_all	pssa_mean_all	pcry_f_all	pcry_s_all	pcry_u_all	pcry_dk_all	pcry_r_all	pstk_0_all	pstk_0124_all	pstk_2549_all	pstk_50_all	pstk_5174_all	pstk_7599_all	pstk_100_all	pstk_dk_all	pstk_mean_all	inv_9_all	inv_24_all	inv_49_all	inv_99_all	inv_199_all	inv_499_all	inv_500_all	inv_dk_all	inv_md_all	inv_p25_all	inv_p75_all	inv_r50_all	hmv_99_all	hmv_199_all	hmv_299_all	hmv_399_all	hmv_499_all	hmv_500_all	hmv_dk_all	hmv_md_all	hmv_p25_all	hmv_p75_all	hmv_r50_all	news_f_all	news_u_all	news_n_all	news_r_all	newsrn_f_govt_all	newsrn_f_emp_all	newsrn_f_dem_all	newsrn_f_pri_all	newsrn_f_cred_all	newsrn_f_stk_all	newsrn_f_trd_all	newsrn_u_govt_all	newsrn_u_emp_all	newsrn_u_dem_all	newsrn_u_pri_all	newsrn_u_cred_all	newsrn_u_eng_all	newsrn_u_stk_all	newsrn_u_trd_all	newsrn_np_all	newsrn_ne_all	newsrn_ng_all	bago_f_all	bago_s_all	bago_u_all	bago_dk_all	bago_r_all	bexp_f_all	bexp_s_all	bexp_u_all	bexp_dk_all	bexp_r_all	btrd_bb_all	btrd_bs_all	btrd_ss_all	btrd_ws_all	btrd_ww_all	btrd_bw_all	btrd_dk_all	btrd_r_all	bus12_f_all	bus12_s_all	bus12_u_all	bus12_dk_all	bus12_na_all	bus12_r_all	bus5_f_all	bus5_s_all	bus5_u_all	bus5_na_all	bus5_r_all	umex_f_all	umex_s_all	umex_u_all	umex_dk_all	umex_r_all	ratex_f_all	ratex_s_all	ratex_u_all	ratex_dk_all	ratex_r_all	px1_dwn_all	px1_0_all	px1_12_all	px1_34_all	px1_5_all	px1_69_all	px1_1014_all	px1_15p_all	px1_dkup_all	px1_dk_all	px1_mean_all	px1_var_all	px1_med_all	px1_std_all	px1_p25_all	px1_p75_all	px1_r50_all	px5_dwn_all	px5_0_all	px5_12_all	px5_34_all	px5_5_all	px5_69_all	px5_1014_all	px5_15p_all	px5_dkup_all	px5_dk_all	px5_mean_all	px5_var_all	px5_std_all	px5_med_all	px5_p25_all	px5_p75_all	px5_r50_all	govt_f_all	govt_s_all	govt_u_all	govt_dk_all	govt_r_all	dur_f_all	dur_s_all	dur_u_all	dur_r_all	durrn_lp_all	durrn_biap_all	durrn_lr_all	durrn_biar_all	durrn_gt_all	durrn_hp_all	durrn_hr_all	durrn_tb_all	durrn_fb_all	durrn_np_all	durrn_nr_all	durrn_nt_all	veh_f_all	veh_s_all	veh_u_all	veh_r_all	vehrn_lp_all	vehrn_biap_all	vehrn_lr_all	vehrn_biar_all	vehrn_gt_all	vehrn_mpg_all	vehrn_hp_all	vehrn_hr_all	vehrn_tb_all	vehrn_fb_all	vehrn_gas_all	vehrn_sel_all	vehrn_np_all	vehrn_nr_all	gas1px_f_all	gas1px_s_all	gas1px_u_all	gas1px_dk_all	gas1px_md_all	gas1px_mean_all	gas5px_f_all	gas5px_s_all	gas5px_u_all	gas5px_dk_all	gas5px_md_all	gas5px_mean_all	hom_f_all	hom_s_all	hom_u_all	hom_r_all	homrn_lp_all	homrn_biap_all	homrn_lr_all	homrn_biar_all	homrn_inv_all	homrn_gt_all	homrn_hp_all	homrn_hr_all	homrn_tb_all	homrn_fb_all	homrn_cd_all	homrn_np_all	homrn_nr_all	homrn_nt_all	homrn_ni_all	shom_f_all	shom_s_all	shom_u_all	shom_r_all	shomrn_hp_all	shomrn_siap_all	shomrn_lr_all	shomrn_siar_all	shomrn_gt_all	shomrn_inv_all	shomrn_lp_all	shomrn_hr_all	shomrn_tb_all	shomrn_fb_all	shomrn_cd_all	shomrn_np_all	shomrn_nr_all	shomrn_nt_all	shomrn_ni_all	homval_f_all	homval_s_all	homval_u_all	homval_dk_all	homval_r_all	hompx1_f_all	hompx1_s_all	hompx1_u_all	hompx1_dk_all	hompx1_mean_all	hompx1_md_all	hompx1_var_all	hompx1_p25_all	hompx1_p75_all	hompx1_r50_all	hompx5_f_all	hompx5_s_all	hompx5_u_all	hompx5_dk_all	hompx5_mean_all	hompx5_md_all	hompx5_var_all	hompx5_p25_all	hompx5_p75_all	hompx5_r50_all	
11	2008	55.3	54.7	53.5	58.2	61.2	53.1	55.6	53.7	55.5	56	55.3	57.5	53.9	20	19	61	0	59	15	2	3	30	31	18	3	-15	-16	25	53	18	4	107	7	12	13	34	13	17	4	72																			24	21	9	17	8	5	9	3	3	1	1.4	130	13	42	44	1	69	18	22	9	13	8	15	13	2	43.5	16	32	13	17	6	10	4	2	33.9	41	28	9	12	2	5	2	1	20.5	21	26	14	18	4	10	4	3	32.3	9	38	53	0	56	8	28	16	21	9	14	2	2	40.1	12	9	12	14	15	12	9	17	71250	21625	184375	162750	15	30	22	10	6	10	7	197375	122719	309182	186463	12	131	18	-19	3	2	1	3	1	0	0	10	50	10	8	8	0	16	0	-5	-48	-7	2	2	96	0	6	26	43	29	2	97	1	1	1	42	28	25	2	32	14	5	72	4	5	42	25	12	60	3	65	7	24	69	0	38	31	36	32	1	99	17	22	6	13	16	3	11	4	6	2	2.9	37	2.9	6.1	-0.2	5.3	5.5	9	7	24	21	17	5	6	2	8	1	3.1	14	3.7	2.9	1.3	4.9	3.6	6	38	55	1	51	42	4	54	88	33	2	4	0	1	11	8	22	25	22	-4	-46	56	3	41	115	51	1	10	0	1	1	9	11	16	12	4	8	42	-1	13	36	51	0	4.6	33.3	6	21	71	2	99.5	98.3	72	1	27	145	68	2	21	0	3	1	5	14	13	4	2	63	7	-16	1	4	1	95	9	0	1	1	0	0	0	61	16	31	8	14	-61	-15	-39	-14	9	33	57	1	52	17	55	27	1	-1.1	-0.1	38	-2.8	0.4	3.2	65	25	9	1	2.7	2.7	26	0.1	5	4.9	
12	2008	60.1	57.6	61	61.7	64.6	62.4	55.7	61.5	59.3	63	54.5	69.5	54	19	24	57	0	62	13	1	4	31	24	15	3	-18	-13	26	53	17	4	109	6	15	14	33	11	18	3	77																			24	25	11	13	11	1	7	5	2	1	0.6	126	11	39	49	1	62	19	27	6	12	6	17	11	2	40.8	16	36	9	20	7	9	2	1	31.6	42	25	10	14	2	4	2	1	20.5	18	30	15	16	5	10	4	2	32.7	7	42	50	1	57	8	27	14	21	8	14	6	2	41.1	11	18	9	13	13	11	9	16	53269	17337	153514	136177	19	32	18	8	4	12	7	181229	115125	293873	178748	10	124	21	-14	2	1	1	4	0	0	0	10	60	11	3	6	0	10	0	1	-59	-8	2	3	94	1	8	27	47	24	2	103	1	2	2	43	24	26	2	36	15	3	76	2	4	39	28	8	62	2	66	7	24	69	0	38	33	33	33	1	100	23	25	6	12	15	4	7	3	5	0	1.7	33	1.7	5.8	-0.4	4.9	5.4	9	9	25	28	12	2	5	1	7	2	2.6	12	3.5	2.6	1.1	4	2.9	4	45	49	2	55	56	4	40	116	45	2	5	0	1	7	6	20	16	38	-1	-35	59	3	38	121	53	2	6	0	1	2	9	8	14	8	3	6	44	-2	8	37	54	1	10.4	36	5	15	78	2	99.7	107	65	0	35	130	59	1	26	0	2	1	6	18	18	7	1	53	8	-24	1	4	0	96	8	1	1	1	0	1	0	60	12	32	5	15	-59	-11	-36	-15	13	31	55	1	58	15	60	25	0	-1.2	-0.4	43	-1	0.3	1.3	61	29	9	1	2.4	2.2	32	-0.2	4.8	5	
1	2009	61.2	57.7	65	61	67.5	61.9	58.7	53.8	63.1	62.9	62.6	66.5	57.8	23	23	53	1	70	17	2	4	26	26	14	4	-9	-12	27	58	13	2	114	6	20	14	33	7	17	3	86																			28	23	10	13	7	4	9	4	1	1	0.5	120	12	44	42	2	70	21	21	8	15	5	14	13	3	41.2	14	35	14	16	7	9	3	2	33.1	43	26	8	14	3	4	1	1	19.5	17	26	15	18	6	11	4	3	34.5	11	39	50	0	61	9	26	14	21	10	12	6	2	40.4	12	14	9	16	12	12	5	20	52992	19111	153581	134470	18	25	20	9	6	10	12	198125	109420	299978	190559	12	117	24	-5	4	4	0	2	1	0	0	5	61	16	4	3	0	7	0	-2	-57	-1	2	2	95	1	7	29	46	23	2	106	1	2	1	44	22	27	3	37	18	3	71	2	6	47	27	11	58	4	69	12	21	66	1	46	34	37	27	2	107	15	27	7	12	13	3	9	3	9	2	2.5	33	2.2	5.8	-0.1	5.1	5.2	6	7	25	26	12	3	6	2	10	3	3.4	14	3.8	2.9	1.4	4.7	3.4	7	40	51	2	56	48	5	47	101	39	2	5	0	1	7	8	21	22	32	-3	-42	61	2	37	124	57	1	13	0	1	2	5	10	15	9	3	4	52	3	2	31	66	1	25.3	44.9	2	16	81	1	99.8	111.8	70	3	27	143	62	1	38	1	2	0	5	12	16	8	0	57	26	-24	2	4	1	95	9	0	1	0	0	0	0	66	14	34	6	13	-66	-14	-40	-13	9	29	60	2	49	11	63	24	2	-1.9	-0.1	61	-0.5	0.3	0.8	55	34	9	2	2.1	1.7	32	-0.1	4.7	4.8	
2	2009	56.3	57.1	53.6	60.5	65.5	56.1	53.6	57.6	54.4	58.9	52.7	65.5	50.5	22	21	57	0	65	17	2	4	33	20	20	4	-16	-18	22	55	19	4	103	6	16	13	33	12	15	5	77																			27	25	9	14	9	2	9	4	1	0	0.4	121	13	42	43	2	70	23	20	8	11	7	17	11	3	41.2	15	32	12	18	8	9	3	3	33.6	39	29	8	12	3	6	2	1	21.3	18	25	15	17	7	12	4	2	35.7	9	35	56	0	53	10	32	17	18	9	11	1	2	35	15	10	12	15	10	15	7	16	57356	16844	196635	179791	19	30	16	11	6	11	7	187250	118306	322396	204090	12	133	15	-21	5	4	0	0	1	0	0	9	74	11	4	4	0	8	0	-4	-70	-4	3	1	96	0	7	26	40	31	3	95	2	1	1	38	31	23	4	34	12	3	81	2	2	31	27	10	61	2	66	10	20	69	1	41	30	42	25	3	105	20	26	5	10	12	3	9	5	9	1	2.3	42	1.9	6.5	-0.3	5.2	5.5	8	5	19	26	18	5	6	2	8	3	3.5	17	4.1	3.1	1.7	5	3.3	14	40	43	3	71	48	7	45	103	40	1	6	0	1	8	7	18	25	32	-1	-42	61	5	34	127	58	0	12	0	0	1	8	6	12	13	2	5	50	6	4	31	64	1	24.5	35.6	3	17	79	1	99.5	105.2	71	4	25	146	67	2	37	0	2	0	5	11	12	7	1	62	26	-19	1	3	2	95	8	0	1	1	0	1	0	66	12	31	7	13	-66	-11	-37	-13	9	27	63	1	46	8	62	28	2	-1.9	-0.2	34	-2.3	0.2	2.5	59	29	10	2	2.4	2.3	40	0	4.8	4.8	
3	2009	57.3	59.8	54.2	57.5	70.9	52.4	55.9	56	52.6	61.4	57.4	63.3	53.5	19	26	55	0	64	16	3	4	34	23	19	2	-18	-14	25	51	21	3	104	6	14	16	31	13	17	3	76																			30	30	8	11	4	2	8	4	3	0	0.2	110	14	37	48	1	66	24	23	9	14	6	13	9	2	36.4	17	29	15	18	9	8	3	1	32.8	36	24	14	14	2	6	3	1	24.2	18	26	15	20	6	11	3	1	34.8	9	36	54	1	55	10	30	17	23	6	9	2	3	34	14	11	14	12	15	11	8	15	58600	19560	159219	139659	15	33	20	10	7	8	7	182000	120765	300610	179845	14	121	22	-7	6	4	0	0	0	1	0	9	60	12	1	4	0	10	1	-1	-56	-3	4	3	93	0	11	33	38	27	2	106	2	3	1	37	26	29	2	42	17	3	73	2	5	44	24	11	61	4	63	9	27	64	0	45	24	42	32	2	92	16	25	8	10	13	5	9	3	10	1	2.4	32	2	5.7	-0.2	5.2	5.3	9	7	26	24	11	3	6	1	10	3	2.9	12	3.5	2.6	1.1	4.5	3.4	22	44	28	6	94	45	8	47	98	36	2	4	0	0	7	6	17	25	29	-2	-42	60	5	35	125	57	0	11	0	2	1	7	7	13	12	2	3	50	4	3	43	53	1	7.5	25.6	4	23	72	1	54.9	86.5	69	2	29	140	66	2	31	0	3	0	5	14	16	9	0	61	17	-25	3	4	0	96	8	0	0	0	0	1	0	69	11	30	4	15	-69	-11	-33	-15	11	32	56	1	55	11	61	27	1	-1.9	-0.1	42	-3	0.3	3.3	56	32	10	2	2.1	1.9	33	-0.1	4.8	4.9	
4	2009	65.1	64.5	65.1	67.9	70.3	67.8	60.7	68.4	62.4	64.5	66.7	68.3	63.1	20	30	50	0	70	17	1	5	33	19	16	2	-16	-12	31	51	15	3	116	7	19	16	27	9	18	4	90																			27	29	8	10	7	3	11	3	2	0	0.3	117	14	38	46	2	68	25	21	10	10	6	15	11	2	38.5	15	35	14	16	5	11	3	1	33.2	41	25	12	12	3	4	2	1	20.5	19	28	14	15	4	11	6	3	34.1	9	41	49	1	60	3	28	17	19	12	15	4	2	42.8	12	12	12	14	14	12	9	15	57935	19122	181667	162545	18	31	18	12	5	8	8	182410	120000	297575	177575	28	109	21	19	8	7	1	1	3	2	0	10	60	10	1	3	0	6	0	0	-53	-2	8	3	89	0	19	38	38	22	2	116	5	4	0	36	21	32	2	52	21	2	67	3	7	54	34	10	53	3	81	12	31	56	1	56	23	37	38	2	85	10	27	7	13	17	5	7	5	7	2	3.1	31	2.8	5.5	-0.2	5.2	5.4	7	6	27	25	15	4	6	1	7	2	3.1	13	3.5	2.8	1.3	4.7	3.4	21	51	26	2	95	49	7	44	105	41	3	6	0	0	5	6	20	22	36	0	-42	62	5	33	129	57	1	15	0	1	1	4	5	14	9	3	3	53	10	2	41	56	1	10.4	26.6	3	23	73	1	65.3	89.5	72	2	26	146	66	0	42	1	3	0	4	9	14	7	0	62	33	-21	3	6	1	93	13	0	0	2	0	2	0	66	12	24	8	14	-66	-10	-30	-14	12	29	58	1	54	14	60	25	1	-1.5	-0.1	42	-1.6	0.3	1.9	57	34	7	2	2.6	1.9	33	0	4.8	4.8	
5	2009	68.7	66.2	67.8	73.8	76.9	67.9	67.6	60.5	64.8	73.8	73.1	67.7	69.4	18	25	57	0	61	13	2	6	38	18	14	4	-25	-10	30	52	16	2	114	6	14	18	29	10	21	2	81																			32	26	8	12	4	3	9	5	1	0	0.2	110	11	40	47	2	64	24	25	8	15	5	13	9	1	36	15	36	13	18	5	8	3	2	32	42	25	8	13	3	5	3	1	21.3	17	31	13	17	7	8	5	2	33.4	7	39	53	1	54	8	24	13	20	10	17	6	2	44.1	13	11	10	15	15	13	9	14	72250	19436	191875	172439	18	31	18	9	6	13	5	186471	119833	307321	187488	32	103	18	29	5	11	1	0	2	6	0	9	64	6	2	3	0	2	0	-2	-53	-4	9	2	88	1	21	41	39	19	1	122	7	3	1	37	18	33	1	55	29	4	54	3	10	75	37	10	49	4	88	14	40	46	0	68	19	44	36	1	83	9	24	9	17	15	2	9	4	10	1	3.2	27	2.8	5.2	0.1	5.1	4.9	7	6	24	27	15	4	4	1	9	3	3.1	11	3.3	2.9	1.4	4.7	3.3	30	46	22	2	108	54	5	41	113	44	2	5	0	0	6	6	19	19	38	-1	-38	65	2	33	132	60	1	19	0	1	2	7	4	12	8	1	4	53	15	2	36	62	0	16.8	30.9	2	21	76	1	75.1	92.2	80	2	18	162	74	2	40	0	2	1	2	8	10	6	1	72	32	-15	1	7	2	91	16	1	1	1	0	2	0	66	10	26	4	17	-65	-9	-28	-17	10	30	59	1	51	17	61	21	1	-0.5	0	37	-0.4	0.4	0.8	62	30	7	1	2.6	2.2	23	0.1	4.8	4.7	
6	2009	70.8	68.5	69.3	74	76.2	71.4	68.6	73.3	69.4	74.7	62.7	73.2	69.2	21	25	54	0	67	13	2	4	35	20	14	5	-22	-13	34	49	13	4	121	7	19	14	27	8	21	4	91																			27	26	10	11	6	3	7	8	2	0	0.4	120	12	40	47	1	65	23	21	10	14	6	12	13	1	40.4	15	33	15	17	5	11	3	1	33.4	42	24	9	12	4	6	2	1	21.6	22	27	11	19	4	11	4	2	32.9	9	37	53	1	56	4	26	13	21	12	17	5	2	45	11	11	17	13	13	11	10	14	52079	20681	175000	154319	17	28	22	10	5	12	6	201151	120000	323500	203500	29	100	24	29	4	10	1	1	3	5	0	9	65	7	3	3	0	2	0	-2	-55	-5	14	2	84	0	30	37	42	20	1	117	8	6	1	35	19	29	2	60	27	5	58	3	7	69	36	8	50	6	86	15	37	48	0	67	13	33	53	1	60	6	19	12	19	15	4	10	4	10	1	3.9	28	3.1	5.3	0.5	5.3	4.8	6	5	25	28	15	5	6	1	8	1	3.2	10	3.2	3	1.6	4.8	3.2	24	47	28	1	96	58	5	37	121	46	4	3	1	0	6	5	17	14	40	-2	-31	68	3	29	139	64	2	11	0	1	1	5	5	9	8	1	2	59	6	3	27	69	1	22.8	33.8	3	17	79	1	74.9	89.2	77	3	20	157	68	1	43	0	1	1	2	7	11	6	1	66	36	-16	0	8	1	91	17	1	1	1	0	2	0	68	9	26	4	12	-67	-8	-28	-12	9	30	61	0	48	19	62	19	0	-0.5	0	35	-0.4	0.4	0.8	69	24	7	0	3	2.8	27	0.2	5	4.8	
7	2009	66	67.2	63.2	69.2	78.8	67.2	61.5	65	65.1	69	62.9	70.5	63.2	22	26	52	0	70	14	3	4	35	20	13	3	-21	-9	29	50	19	2	110	8	17	15	29	12	17	2	84																			30	26	11	10	4	4	7	5	2	1	0.2	113	11	42	45	2	66	22	25	11	13	4	11	11	3	36.8	16	34	17	13	5	10	3	2	31.7	39	27	10	14	3	5	1	1	20.9	20	30	11	15	7	10	4	3	32.9	9	39	51	1	58	5	28	18	15	11	17	4	2	42	13	11	14	10	12	15	9	16	60179	19063	198520	179458	20	30	18	8	6	9	9	177567	104337	295050	190713	30	91	27	39	6	12	1	1	1	4	0	11	58	5	3	2	0	3	0	-2	-46	-5	15	3	82	0	33	34	42	22	2	112	9	6	1	37	20	25	2	58	28	5	59	2	6	69	31	9	58	2	73	14	36	50	0	64	16	40	42	2	74	8	21	13	16	13	4	11	4	9	1	3.6	28	2.9	5.2	0.3	5.3	5	8	3	25	23	15	3	7	2	13	1	3.4	14	3.7	3	1.6	4.9	3.3	23	42	32	3	91	52	7	41	111	40	3	5	0	1	6	7	18	20	34	-2	-37	63	5	32	131	56	2	10	0	1	2	5	6	13	8	3	4	51	4	4	38	56	2	10.4	24.7	3	22	73	2	50.4	79.5	71	5	24	147	63	2	35	1	3	1	4	10	14	9	1	59	25	-22	2	6	3	91	15	1	1	1	0	1	0	63	11	28	6	15	-62	-10	-33	-15	13	29	57	1	56	20	58	20	2	-0.8	0	46	-0.4	0.4	0.8	58	29	12	1	2.4	1.9	54	-0.1	4.9	4.9	
8	2009	65.7	60.5	71.3	66.3	77	66.1	61.9	76.8	66.1	62.9	60.1	66.6	65	16	26	58	0	58	13	3	3	35	22	16	4	-22	-14	28	52	17	3	111	6	15	16	31	13	17	2	77																			25	29	11	12	6	4	6	6	1	0	0.4	121	13	39	46	2	67	21	23	13	12	6	14	10	1	39.2	17	31	17	15	8	7	3	2	32	40	29	9	13	1	4	3	1	20.8	19	27	15	18	6	9	4	2	33.1	8	38	53	1	55	3	22	14	20	15	21	4	1	48.5	12	10	13	17	12	9	9	18	58984	20588	153450	132863	16	28	18	12	5	12	9	198906	121917	339429	217512	40	82	25	58	4	17	2	1	1	7	0	13	48	7	2	1	0	2	0	-1	-31	-9	20	4	75	1	45	38	41	19	2	119	13	8	2	33	18	24	2	70	28	4	59	2	7	69	33	10	53	4	80	15	45	39	1	76	14	38	47	1	67	8	26	9	17	17	5	6	3	8	1	3	23	2.8	4.8	0.1	5	4.9	6	6	27	27	13	5	6	1	7	2	3.1	11	3.3	2.8	1.5	4.6	3.2	18	46	34	2	84	53	7	40	113	45	3	7	0	1	4	5	17	21	41	2	-37	68	3	29	139	56	0	9	0	1	2	4	4	12	10	3	4	52	5	5	43	51	1	3.3	19.9	3	28	68	1	50.1	75	76	4	20	156	70	2	36	0	2	1	4	5	12	8	1	66	31	-19	1	5	1	94	11	0	0	1	0	1	0	67	7	30	4	19	-67	-6	-33	-19	11	29	59	1	52	22	59	18	1	0.2	0	41	-0.4	0.4	0.8	60	28	10	2	2.5	2.2	27	0	4.9	4.9	
9	2009	73.5	69.9	76.5	75	80.7	76.1	69.5	77.8	74.3	69.3	75.6	73.4	73.5	21	27	52	0	69	14	1	5	38	19	11	2	-24	-7	32	50	17	1	115	9	17	16	26	12	18	2	88																			29	30	7	11	6	2	9	5	1	0	0.2	112	13	42	43	2	70	20	24	11	14	4	14	10	3	38.8	15	33	15	16	6	10	4	1	33.4	39	24	11	15	3	5	2	1	21.6	14	27	13	19	7	13	4	3	37.6	9	41	49	1	60	3	18	13	24	10	26	4	2	50.9	8	11	12	14	14	16	8	17	74353	25047	222813	197766	17	28	20	13	4	10	8	200008	119271	322833	203563	57	68	25	89	6	25	3	2	2	7	0	7	41	6	1	2	0	1	0	1	-16	-1	27	5	68	0	59	43	40	16	1	127	21	7	2	34	14	21	1	80	37	6	49	2	6	88	39	11	48	2	91	20	49	30	1	90	10	47	41	2	69	8	28	14	15	12	4	8	3	7	1	2.8	24	2.2	4.9	0.1	4.9	4.8	6	5	28	27	13	3	6	2	8	2	3.2	13	3.6	2.8	1.6	4.7	3.1	23	46	31	0	92	58	4	38	120	41	4	6	0	2	4	6	16	19	37	0	-33	61	4	35	126	52	3	8	0	2	4	10	6	11	8	2	4	42	2	4	45	50	1	3.1	16.3	4	26	69	1	49.9	64.4	76	4	20	156	68	2	35	0	3	1	3	6	13	4	0	65	29	-16	3	9	1	90	19	1	0	0	0	3	0	66	7	26	5	16	-65	-7	-28	-16	13	33	54	0	59	25	61	14	0	0.6	0.1	36	-0.3	0.8	1.1	62	30	7	1	2.9	2.2	26	0.1	4.8	4.7	
10	2009	70.6	65.6	73.7	74.9	77	74.4	65.3	73.1	70.4	69.8	70.1	73.7	68.6	20	29	51	0	69	12	2	5	33	19	10	2	-21	-5	32	51	15	2	117	9	15	17	30	8	18	3	86																			25	32	11	11	6	2	7	5	1	0	0.3	118	11	39	48	2	63	24	23	7	11	9	17	8	1	38.3	16	36	13	16	7	9	2	1	31.8	42	29	8	13	3	3	1	1	18.5	19	24	14	17	7	14	3	2	36	9	38	52	1	57	3	24	12	19	13	23	4	2	48.1	11	11	10	11	15	14	12	16	78333	21203	213841	192637	20	27	21	11	5	10	6	199131	114861	302723	187862	47	74	28	73	6	18	3	1	2	7	0	7	46	6	1	3	0	1	1	0	-28	-1	25	4	69	2	56	36	45	18	1	118	17	9	2	36	16	18	2	74	32	7	51	2	8	81	31	12	55	2	76	16	48	36	0	80	12	41	46	1	66	7	22	13	20	17	4	9	2	5	1	3.2	20	2.9	4.5	0.3	5	4.7	4	6	28	29	14	5	6	1	5	2	3.2	10	3.2	2.9	1.4	4.7	3.3	18	50	32	0	86	57	6	37	120	45	4	5	0	0	6	6	18	17	39	-1	-35	59	6	35	124	53	2	14	0	1	1	10	7	13	9	2	4	43	7	5	43	52	0	4.8	17.8	4	24	71	1	49.9	63.5	77	2	21	156	66	2	38	1	5	1	4	7	12	6	0	62	31	-17	5	8	1	91	17	1	1	1	0	1	0	66	9	29	5	15	-65	-8	-33	-15	9	34	56	1	53	23	61	15	1	0.3	0.1	41	-0.3	0.5	0.8	66	24	9	1	3.3	2.6	39	0.1	5.2	5.1	
11	2009	67.4	58.5	68.4	74.9	71.9	69	64.8	67.3	69.2	65.6	68.7	68.8	66.5	16	30	53	1	63	9	4	3	40	22	7	4	-31	-4	29	52	17	2	112	6	16	18	29	12	16	3	81																			25	32	11	9	7	2	8	4	2	0	0.3	118	12	39	46	3	66	24	23	8	14	8	11	10	2	36.9	17	34	13	20	4	8	3	1	32	41	28	9	15	1	4	2	0	20.3	18	31	15	16	3	12	3	2	32.7	9	42	48	1	61	3	26	15	16	14	17	7	2	46.2	11	11	11	13	11	14	10	19	72847	19990	211152	191162	17	31	16	10	7	9	10	181200	117583	319856	202272	43	76	29	67	3	17	3	1	1	7	1	11	47	3	2	2	0	1	0	-1	-30	-8	27	5	67	1	60	32	49	18	1	114	16	13	2	36	17	15	1	76	28	5	58	2	7	70	34	12	51	3	83	16	43	40	1	76	14	39	45	2	69	8	22	15	16	16	5	8	2	7	1	3.1	21	2.7	4.6	0.3	5	4.8	4	3	28	28	18	5	5	0	7	2	3.2	8	2.9	3	1.6	4.8	3.2	19	50	30	1	89	55	4	41	114	43	4	7	1	1	6	4	21	18	37	3	-38	61	4	35	126	50	2	11	0	2	3	7	5	13	10	2	4	43	6	3	36	60	1	9.9	20.2	3	23	73	1	49.7	65.9	75	4	21	154	64	4	37	1	2	0	2	7	11	7	2	62	30	-18	0	7	2	91	16	1	1	2	0	2	0	64	10	26	6	15	-63	-8	-30	-15	13	34	52	1	61	22	60	17	1	-0.2	0	37	-0.4	0.4	0.8	61	28	9	2	2.2	2.2	29	0	4.8	4.7	
